,0,1,2,3,4
403,[403],"['MATH261', 'ENGR&204', 'ENGR205', 'ENGR&215', 'ENGR&224', 'ENGR201', 'ENGR240', 'ENGR&114', 'ENGR220', 'ECON&202', 'ENGR&225', 'ENGR216']","[4, 4, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3]",['Mechanical Engineering'],['Washington State University']
407,[407],"['ENGL&102D', 'MATH&141', 'CHEM&121', 'MATH&146', 'BIOL&211', 'CHEM&131', 'PSYC&100', 'BIOL&231', 'CMST&210', 'BIOL&232', 'PSYC&200', 'CMST&220', 'BIOL&260', 'SOC&101', 'HUM&101']","[3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 3, 1, 1, 1]",['Nursing'],['Washington State University']
408,[408],"['ENGL&102D', 'PSYC&100', 'CHEM&121', 'CMST&210', 'PSYC&200', 'BIOL&211', 'BIOL&231', 'BIOL&232', 'MATH&146', 'BIOL&260']","[3, 3, 3, 1, 1, 1, 2, 3, 4, 1]",['General Major'],['Washington State University']
412,[412],"['MATH&264', 'ENGR101', 'CHEM&262', 'PHYS&114', 'BIOL&222', 'PHYS&241', 'MATH&163', 'ENGR111', 'MATH&264', 'ENGR121', 'PHYS&242', 'ENGR&214', 'PHYS&243']","[3, 3, 3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3]",['Chemical Engineering'],['University of Washington Seattle']
416,[416],"['MATH&151', 'SPAN&122', 'CHEM&121', 'PSYC&100']","[3, 3, 2, 2]",['General Major'],['Washington State University']
420,[420],"['MATH&141', 'CHEM&140', 'ENGL&102', 'MATH&142', 'PHIL215', 'PSYC&100', 'MATH&151', 'BIOL&221', 'CHEM&161', 'CHEM&162', 'BIOL&222', 'BIOL&223', 'CHEM&163', 'BIOL&231', 'CHEM&261', 'BIOL&232', 'CHEM&262', 'CHEM&263', 'BIOL&260', 'ECON&201', 'CMST&210']","[2, 2, 2, 3, 3, 3, 4, 1, 1, 2, 2, 3, 3, 4, 1, 1, 2, 3, 3, 4, 4]",['Pharmacy'],['Washington State University']
424,[424],"['CHEM&161', 'DEVED100', 'CHEM&162', 'ENGR&114', 'PHYS&241', 'ENGR201', 'PHYS&242', 'ENGR240', 'ENGR&204', 'PHYS&243', 'MATH&151']","[3, 3, 4, 4, 1, 1, 2, 2, 2, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
428,[428],"['MATH261', 'PHYS&241', 'ENGR&214', 'MATH260', 'PHYS&242', 'ENGR&215', 'ENGR240', 'PHYS&243', 'ENGR&225', 'MATH246']","[1, 1, 1, 2, 2, 2, 3, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
432,[432],"['MATH&141', 'ENGR111', 'CHEM&140', 'MATH&142', 'CHEM&161', 'MATH&151', 'PHYS&114', 'MATH&152', 'CHEM&162', 'ENGR121', 'MATH&163', 'PHYS&241', 'MATH&264', 'PHYS&242', 'ENGR&214', 'PHYS&243', 'ENGR&215', 'ENGR&224', 'MATH261', 'ENGR&225', 'MATH260', 'ENGR240']","[2, 2, 2, 3, 3, 4, 4, 1, 1, 1, 2, 2, 3, 3, 3, 1, 1, 1, 2, 2, 3, 3]",['Aeronautics Engineering'],['University of Washington Seattle']
436,[436],"['MATH&142', 'CHEM&161', 'CHEM&162', 'CMST&220', 'MATH&151', 'PHYS130', 'MATH&152', 'PHYS&241', 'MATH&163', 'PHYS&242', 'ENGL&230', 'ECON&202', 'PHYS&243', 'ENGR&214', 'MATH260', 'ENGR&215', 'MATH261', 'ENGR&225', 'ENGR220', 'ENGR&114', 'ENGR240', 'ENGR216', 'ENGR&204']","[2, 2, 3, 3, 1, 1, 2, 2, 3, 3, 4, 4, 1, 1, 2, 2, 3, 3, 3, 1, 2, 3, 3]",['Mechanical Engineering'],['Washington State University']
440,[440],"['CMST&102', 'PHOTO110', 'ART110', 'ART295', 'CMST&210']","[4, 4, 4, 3, 4]",['Graphic Design'],['Washington State University']
444,[444],"['MATH&151', 'ENGR&114', 'MATH&152', 'PHYS&241', 'ENGR121', 'MATH&163', 'ENGR&214', 'PHYS130', 'CHEM&161', 'CHEM&162', 'MATH&264', 'PHYS&242', 'ENGR&215', 'MATH261', 'PHYS&243', 'ENGR&225', 'ENGR220', 'MATH260', 'ENGR&224', 'ENGR240', 'ENGR&204', 'ENGR205', 'ENGR201', 'ENGR216']","[1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 1, 2]",['Mechanical Engineering'],['Washington State University']
448,[448],"['MATH&142', 'CHEM&140', 'ENGR111', 'MATH&151', 'CHEM&161', 'PHYS&114', 'MATH&152', 'CHEM&162', 'PHYS&241', 'ENGR121', 'ENGR&114', 'ENGL&230', 'MATH&163', 'PHYS&242', 'ENGR&214', 'ENGR&224', 'MATH&264', 'PHYS&243', 'ENGR&215', 'ENGR216', 'MATH260', 'ENGR&225', 'ENGR220', 'ENGR240', 'MATH261']","[1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4]",['Mechanical Engineering'],['Washington State University']
449,[449],"['ENGR&114', 'ENGR&204', 'MATH261', 'ENGR&224', 'ENGR240']","[2, 2, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
453,[453],"['MATH&152', 'PHYS&241', 'ENGR111', 'MATH&163', 'PHYS&241', 'ENGR121', 'PHYS130', 'ENGL&230', 'MATH&264', 'PHYS&242', 'ENGR&114', 'MATH260', 'PHYS&243', 'MATH261', 'ENGR&214', 'CHEM&140', 'CHEM&161', 'ECON&202', 'ENGR&225', 'ENGR201', 'CHEM&162', 'ENGR240', 'ENGR&204', 'ENGR&215', 'ENGR216', 'ENGR220', 'ENGR&224']","[2, 2, 2, 3, 3, 3, 3, 4, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
457,[457],"['MATH&152', 'CHEM&140', 'ENGR121', 'MATH&163', 'CHEM&161', 'PHYS&241', 'MATH&264', 'ENGR&214', 'PHYS&242', 'PHYS130', 'PHYS&243', 'ENGR&215', 'ENGR240', 'MATH260', 'ENGR&224', 'ENGR&225']","[2, 2, 2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['General Major'],['University of Washington Seattle']
461,[461],"['MATH&142', 'CS110', 'MATH&151', 'CS&131', 'MATH&152', 'MATH&146', 'CS&132', 'CS132', 'PHYS&241', 'CS233']","[2, 2, 3, 3, 4, 1, 1, 1, 1, 3]",['Computer Science'],['Washington State University']
463,[463],"['ENGL&101', 'PHYS&231', 'PHYS&242', 'PHYS&243']","[2, 1, 2, 3]",['General Major'],['University of Washington Seattle']
471,[471],"['MATH&152', 'CHEM&161', 'ENGR121', 'MATH&163', 'CHEM&162', 'PHYS&241', 'PHYS130', 'MATH&264', 'MATH261', 'PHYS&242', 'CS&131', 'MATH260', 'PHYS&243', 'CS&132', 'CS132', 'ENGR&214', 'ENGR202', 'ENGR240', 'ENGR&204', 'ECON&202']","[2, 2, 2, 3, 3, 3, 3, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4]",['Electrical Engineering'],['Washington State University']
475,[475],"['MATH&142', 'CS&131', 'MATH&151', 'CS&132', 'CS132']","[2, 2, 3, 3, 3]",['Computer Science'],['Washington State University']
479,[479],"['MATH&141', 'CHEM&140', 'MATH&142', 'PHIL215', 'MATH&151', 'CHEM&161', 'CHEM&162', 'CHEM&261', 'CHEM&262', 'CHEM&263', 'ECON&201', 'CMST&210']","[2, 2, 3, 3, 4, 1, 2, 1, 2, 3, 4, 4]",['Pharmacy'],['Washington State University']
483,[483],"['MATH&152', 'ENGR121', 'CS&131', 'PHYS&241', 'MATH&163', 'MATH&264', 'ENGR202', 'MATH260', 'PHYS&242', 'MATH261', 'PHYS&243', 'ENGR&204', 'ENGR205', 'ENGR240']","[2, 2, 3, 3, 3, 4, 1, 1, 1, 2, 2, 3, 3, 3]",['Electrical Engineering'],['Washington State University']
487,[487],"['ENGR101', 'MATH&163', 'CS110', 'CS&131', 'CS&132', 'CS132', 'ECON&201', 'MATH&146', 'CS233', 'MATH260']","[1, 1, 1, 2, 3, 3, 1, 2, 3, 3]",['Computer Science'],['Washington State University']
491,[491],"['MATH&142', 'CHEM&161', 'FRCH&122', 'MATH&151', 'CHEM&162', 'PHYS&114', 'MATH&152', 'MATH&163', 'PHYS&241', 'ENGR111', 'MATH&264', 'ENGL&102', 'PHYS&242', 'PHYS130', 'PHYS&243', 'HIST&147', 'MATH261', 'ENGR&114', 'ENGR201', 'ENGR121', 'ENGR&214', 'ENGR&215', 'ENGR240', 'MATH260', 'ENGR&225', 'ENGR&204']","[2, 2, 2, 3, 3, 3, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
495,[495],"['MATH&151', 'ENGL&101', 'CS110', 'MATH&152', 'CS&131', 'PHYS&241', 'CS&132', 'CS132', 'MATH&163', 'PHYS&241', 'MATH260', 'PHYS&242', 'CS233', 'PHYS&243']","[2, 2, 2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 3, 3]",['Computer Science'],['Washington State University']
499,[499],"['MATH&141', 'ENGL&101', 'CHEM&140', 'PHYS130', 'MATH&142', 'ENGR111', 'CHEM&161', 'MATH&151', 'PHYS&114', 'ENGR121', 'MATH&152', 'PHYS&241', 'CS&131', 'MATH&163', 'PHYS&242', 'CS&132', 'CS132', 'MATH&264', 'PHYS&243', 'MATH260', 'MATH261', 'ENGR&204', 'MATH&142', 'ENGR111', 'CHEM&140', 'MATH&151', 'ENGR121', 'CHEM&161', 'MATH&152', 'ECON&202', 'CHEM&162', 'MATH&163', 'PHYS&114']","[2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4]",['Computer Engineering'],['University of Washington Bothell']
504,[504],"['MATH&141', 'CS110', 'MATH&142', 'CS&131', 'PHOTO110', 'MATH&151', 'CS&132', 'CS132', 'ART110', 'MATH&152', 'PHYS&114', 'MATH&146', 'CS233']","[2, 2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 3, 3]",['Computer Science and Software Engineering'],['Washington State University']
508,[508],"['MATH&163', 'ENGL&102', 'CS143', 'MATH260', 'PHYS&241']","[2, 2, 3, 3, 1]",['Computer Science'],['Washington State University']
509,[509],"['PHYS&231', 'PHYS&242', 'PHYS&243', 'IT111', 'IT161', 'IT162', 'IT117', 'CJ203', 'CS110', 'IT122', 'CS&131', 'IT210']","[2, 3, 1, 1, 1, 2, 3, 3, 1, 1, 2, 2]",['Electrical Engineering'],['Washington State University']
513,[513],"['MATH&152', 'PHYS130', 'ENGR111', 'ENGL&230', 'MATH&163', 'PHYS&241', 'ENGR121', 'MATH260', 'PHYS&242', 'MATH261', 'ENGR&215', 'PHYS&243', 'ENGR&225', 'CHEM&161', 'CHEM&162']","[2, 2, 2, 2, 3, 3, 3, 1, 1, 2, 2, 2, 3, 3, 1]",['Mechanical Engineering'],['Washington State University']
517,[517],"['MATH&142', 'CHEM&140', 'ENGR&114', 'MATH&151', 'CHEM&161', 'ENGR121', 'ECON&202', 'MATH&152', 'PHYS&114', 'MATH&163', 'ENGR&214', 'PHYS&241', 'CHEM&162', 'PHYS&242', 'ENGR&215', 'MATH&264', 'MATH260', 'PHYS&243', 'ENGR&225', 'ENGR240', 'MATH261']","[2, 2, 2, 3, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4]",['Mechanical Engineering'],['Washington State University']
521,[521],"['ENGL&101', 'ECON&202', 'MATH&141', 'CHEM&140', 'ENGR111', 'MATH&142', 'PHYS&114', 'CS&131', 'MATH&151', 'CHEM&161', 'ENGR121', 'MATH&152', 'PHYS&114', 'PHYS130', 'MATH&163', 'PHYS&241', 'CS&132', 'CS132', 'MATH&264', 'MATH261', 'PHYS&242', 'ENGR&214', 'MATH260', 'PHYS&243', 'ENGR216', 'ENGR&204', 'ENGR205', 'ENGR240']","[2, 2, 3, 3, 3, 4, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Electrical Engineering'],['Washington State University']
525,[525],"['CHEM&140', 'MATH&141', 'ENGR111', 'CHEM&161', 'MATH&142', 'CHEM&162', 'PHYS&114', 'MATH&152', 'ENGR121', 'PHYS&241', 'MATH&163', 'PHYS&242', 'MATH&264', 'PHYS&243', 'ENGR&214', 'MATH260', 'ENGR&215', 'ENGR&114', 'ENGR&225', 'MATH261', 'ENGR240', 'ENGR&204']","[1, 2, 2, 2, 3, 3, 3, 1, 1, 1, 2, 2, 3, 3, 3, 1, 1, 1, 2, 2, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
526,[526],"['ENGR298', 'MATH&141', 'ENGR298', 'MATH&142', 'MATH&151', 'PHYS&114', 'MATH&152', 'PHYS&242', 'MATH&163', 'PHYS130', 'CHEM&140', 'MATH&264', 'PHYS&243', 'MATH260', 'ENGR&214', 'MATH261', 'ENGR&215', 'ENGR&225', 'CHEM&161', 'CHEM&162']","[2, 3, 3, 4, 1, 1, 2, 2, 3, 3, 4, 1, 1, 2, 2, 3, 3, 1, 2, 3]",['Mechanical Engineering'],['Washington State University']
532,[532],"['ENGL&101', 'MATH&141', 'CHEM&140', 'ENGR111', 'MATH&142', 'CHEM&161', 'PHYS&114', 'MATH&151', 'ENGR121', 'CHEM&161', 'MATH&152', 'ECON&202', 'MATH&163', 'PHYS&241', 'MATH&264', 'PHYS&242', 'ENGR&214', 'PHYS130', 'MATH260', 'PHYS&243', 'ENGR&215', 'MATH261', 'ENGR&215']","[2, 3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 1, 1, 2, 2, 2, 2, 3, 3, 3, 1, 2]",['Mechanical Engineering'],['Washington State University']
536,[536],"['ENGL&101', 'MATH&141', 'MATH&142', 'ENGR111', 'CHEM&162', 'MATH&151', 'PHYS&114', 'MATH&152', 'PHYS&241', 'ENGR121', 'MATH&163', 'PHYS&242', 'ECON&202', 'MATH&264', 'PHYS&243', 'ENGR&214', 'MATH261', 'ENGR&114', 'MATH260', 'ENGR&215', 'ENGR201', 'ENGR&225', 'ENGR240', 'ENGR&224', 'ENGR216', 'ENGR&204']","[2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
545,[545],['ANTH&206D'],[1],['Mechanical Engineering'],['Washington State University']
546,[546],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
547,[547],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
548,[548],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
549,[549],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
550,[550],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
551,[551],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
552,[552],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
553,[553],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
554,[554],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
555,[555],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
556,[556],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
557,[557],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
558,[558],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
559,[559],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
560,[560],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
564,[564],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
565,[565],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
566,[566],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
568,[568],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['University of Washington Seattle']
570,[570],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
571,[571],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['University of Washington Seattle']
572,[572],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['University of Washington Seattle']
574,[574],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['University of Washington Seattle']
576,[576],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['University of Washington Seattle']
578,[578],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['University of Washington Seattle']
579,[579],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['University of Washington Seattle']
580,[580],"['ANTH&206D', 'AEP077', 'MATH&151']","[1, 1, 2]",['Mechanical Engineering'],['Washington State University']
585,[585],"['PHYS&233', 'ENGR121', 'CS&131', 'CS&132', 'CS132', 'ENGR&214', 'ENGL&230', 'ENGR&204']","[3, 1, 2, 3, 3, 1, 3, 1]",['Electrical Engineering'],['Washington State University']
586,[586],"['ENGR101', 'MATH&151', 'ENGL098', 'ENGL098D', 'MATH&152', 'ENGL&101', 'ENGL&101D', 'MATH&163', 'CHEM&161', 'MATH261', 'MATH260', 'CHEM&161', 'PHYS&241', 'ENGL&230', 'PHYS130', 'PHYS&242', 'ENGR&214', 'ENGR202', 'PHYS&243', 'ENGR&204', 'ENGR205', 'CS&132', 'CS132']","[3, 3, 3, 3, 4, 4, 4, 1, 1, 2, 3, 3, 3, 3, 3, 1, 1, 1, 2, 2, 2, 2, 2]",['Electrical Engineering'],['Washington State University']
587,[587],"['PHYS&241', 'MATH&152', 'ENGR&214', 'CHEM&162', 'CHEM&161', 'PHYS&242', 'ENGR&215', 'PHYS130', 'ENGR201', 'PHYS&243', 'ENGR&225', 'MATH260', 'ENGR240', 'ENGR&204', 'ENGR&224']","[3, 3, 3, 4, 4, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['Washington State University']
588,[588],"['MATH&163', 'ENGR111', 'PHYS130', 'PHYS&242', 'MATH&264', 'PHYS&243', 'ENGR121', 'MATH261', 'ENGR&114', 'MATH260', 'ENGR&214', 'CHEM&161', 'CHEM&162', 'ENGR&215', 'ENGR240', 'ENGL&230', 'ENGR&224', 'ENGR&225']","[2, 2, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Civil Engineering'],['University of Washington Seattle']
590,[590],"['MATH&152', 'MATH&163', 'ENGL&235', 'MATH&264', 'MATH260', 'ENGR101']","[1, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
591,[591],"['MATH&163', 'PHYS&242', 'PHYS130', 'ENGL&230', 'MATH260', 'CS110', 'PHYS&233', 'MATH261', 'ANTH116D', 'HIST103D', 'MATH&264', 'CS&131', 'ENGR202', 'CS&132', 'CS132', 'ENGR&204', 'SPAN111']","[2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 1, 1, 1, 2, 2, 2, 2]",['Electrical Engineering'],['Washington State University']
592,[592],"['MATH&142', 'ENGR111', 'CHEM&161', 'MATH&151', 'CHEM&161', 'ENGR&114', 'CHEM&162', 'MATH&152', 'PHYS&114', 'ENGR121', 'MATH&163', 'PHYS&241', 'PHYS130', 'MATH&264', 'PHYS&242', 'ENGR&214', 'ART124D', 'ENGL&230', 'MATH260', 'ENGR201', 'ENGR&215', 'ENGR&225', 'PHYS&243', 'MATH261', 'NUTR&101', 'PHOTO110', 'ENGR240']","[2, 2, 2, 3, 3, 3, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
593,[593],"['MATH&163', 'PHYS&233', 'PHYS130', 'ECON&202', 'CHEM&161', 'MATH260', 'ENGR201', 'CHEM&162', 'MATH261', 'ENGR&215', 'ENGR220', 'ENGL&101', 'ENGL&101D', 'MATH&264', 'ENGR&224', 'ENGR&204', 'ENGR216', 'ENGL&235', 'ANTH116D', 'ENGR240']","[3, 3, 3, 3, 4, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 1, 1, 1, 2]",['Mechanical Engineering'],['Washington State University']
594,[594],"['CHEM&140', 'MATH&163', 'CHEM&161', 'MATH&264', 'ENGR121', 'MATH260', 'PHYS&114', 'CS&131', 'ENGL&230', 'MATH261', 'PHYS&231', 'ENGR240', 'ENGR&214', 'CS&132', 'CS132', 'PHYS&232', 'CS143', 'ENGR202', 'ENGR&204', 'ENGR205', 'PHYS&233']","[3, 3, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 1, 1, 1, 2, 2, 2]",['Electrical Engineering'],['Washington State University']
595,[595],"['CHEM&140', 'ENGL&235', 'MATH&152', 'ENGR121', 'MATH&163', 'PHYS&114', 'CHEM&162', 'MATH&163', 'ENGR&214', 'PHYS&241', 'PHYS130', 'ENGL&230', 'MATH&264', 'PHYS&243', 'ENGR&214', 'MATH260', 'ENGR&215', 'ENGR&204', 'MATH261', 'ENGR202', 'ENGR205', 'HIST100', 'ENGR&224', 'CS&131', 'CHEM&161', 'ENGR240', 'CS&132', 'CS132']","[4, 4, 1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 1, 1, 1, 2, 2, 2]",['Electrical Engineering'],['University of Washington Seattle']
596,[596],"['MATH&152', 'CHEM&140', 'ENGR111', 'ENGR101', 'MATH&163', 'CHEM&161', 'ENGR121', 'MATH&264', 'CS&131', 'ENGR&114', 'MATH260', 'PHYS&241', 'ENGL&230', 'CS&132', 'CS132', 'MATH261', 'ENGR201', 'ENGR&224', 'ENGR&214', 'PHYS&242', 'ENGR&215', 'PHYS130', 'ENGR216', 'ENGR&225', 'ENGR220', 'ENGR240', 'PHYS&243', 'ENGR&204', 'ENGR205']","[3, 3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 4, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4]",['Electrical Engineering'],['Washington State University']
597,[597],"['MATH&152', 'ENGR111', 'MATH&163', 'CHEM&161', 'ENGR121', 'MATH&264', 'CS&131', 'ENGL&230', 'MATH260', 'PHYS&241', 'CS&132', 'CS132', 'PHYS&242', 'PHYS130', 'ENGR&214', 'ENGR201', 'MATH261', 'PHYS&243', 'ENGR&215', 'ENGR&204', 'ENGR220', 'ENGR240']","[4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Electrical Engineering'],['Washington State University']
598,[598],"['ENGR&225', 'MATH260', 'PHYS&243', 'MATH261', 'MATH&264']","[3, 3, 3, 4, 4]",['Civil Engineering'],['University of Washington Seattle']
599,[599],"['ENGR111', 'MATH&163', 'PHYS&241']","[2, 2, 2]",['Mechanical Engineering'],['Washington State University']
600,[600],"['MATH261', 'CHEM&162', 'ENGR&214', 'MATH260', 'PHYS&241', 'ENGR&215', 'ENGR201', 'PHYS&242', 'ENGR&225', 'ENGR&114', 'PHYS&243', 'ENGR240', 'ENGR&204', 'SPAN111']","[2, 2, 3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
601,[601],"['ENGR121', 'MATH&151', 'CHEM&140', 'PHYS&241', 'MATH&152', 'CHEM&161', 'PHYS&242', 'MATH&163', 'CHEM&162', 'MATH260', 'PHYS&243', 'MATH261', 'ENGR&215', 'ENGR&225']","[3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 4, 1, 2]",['Mechanical Engineering'],['University of Washington Seattle']
602,[602],"['ENGL&230', 'MATH&152', 'CHEM&161', 'ENGR111', 'MATH&163', 'ENGR&114', 'CHEM&162', 'MATH&264', 'PHYS&241', 'ENGR121', 'MATH260', 'PHYS&242', 'ENGR&214', 'MATH261', 'ENGR&114', 'PHYS&243', 'ENGR&215', 'ENGR201', 'ENGR&225', 'ENGR240', 'ENGR&204']","[2, 3, 3, 3, 4, 4, 4, 1, 1, 1, 3, 3, 3, 4, 4, 1, 1, 1, 3, 3, 3]",['Mechanical Engineering'],['University of Washington Seattle']
603,[603],"['MATH&264', 'ENGR240', 'CHEM&162', 'PHYS&241', 'ENGR&214', 'PHYS&242', 'ENGR&215', 'PHYS&243', 'ENGR&225']","[2, 2, 2, 3, 3, 1, 1, 2, 2]",['Mechanical Engineering'],['University of Washington Seattle']
604,[604],"['MATH&163', 'CHEM&162', 'ENGL&101', 'ENGL&101D', 'MATH261', 'PHYS&114', 'MATH&264', 'ENGR111', 'HIST&146', 'MATH260', 'ENGR121', 'PHYS130', 'PHYS&241', 'ENGR&214', 'ENGL&235', 'PSYC&100', 'HUM110D', 'PHYS&242', 'ENGR&225', 'ENGR201', 'ENGR&114', 'ENGR&215', 'PHYS&243', 'ENGR240', 'ENGR&204']","[3, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3]",['Mechanical Engineering'],['University of Washington Bothell']
605,[605],"['MATH&142', 'CHEM&140', 'ENGR111', 'MATH&151', 'CHEM&161', 'ENGR121', 'PHYS130', 'MATH&152', 'PHYS&114', 'CHEM&162', 'MATH&163', 'PHYS&241', 'ENGR&114', 'MATH&264', 'PHYS&242', 'ENGR&214', 'MATH261', 'ENGL&101', 'ENGL&101D', 'ECON&201', 'MATH260', 'PHYS&243', 'ENGR&224', 'ENGR&215', 'ENGL&230', 'ENGR240', 'ENGR&224', 'ENGR&204']","[2, 2, 2, 3, 3, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 1, 1, 1, 2, 2, 2, 3, 3]",['Mechanical Engineering'],['Washington State University']
