,ActualNumberQuarters,ActualNumberofCore,ActualStartQuarter,EnrollmentType,JobType,PreferedMajor,PreferedNumberQuarters,PreferedNumberofCore,PreferedSchool,PreferedStartQuarter,englishSequenceBreak,mathSequenceBreak,Rating,ActualSummerPref_no,ActualSummerPref_yes,SummerPref_no,SummerPref_yes
24512,17,1.0,0,0,2,4,17,6.0,5,4,56.0,72.0,3,1,0,1,0
24513,16,1.0,2,0,2,3,8,1.0,7,4,71.0,91.0,4,0,1,0,1
24514,17,6.0,4,0,2,10,15,2.0,0,4,69.0,87.0,3,0,1,0,1
24515,9,6.0,5,0,0,3,11,1.0,3,4,65.0,56.0,2,1,0,1,0
24516,27,3.0,0,0,2,3,21,1.0,3,2,76.0,23.0,1,0,1,0,1
24517,27,5.0,2,0,0,4,10,5.0,7,4,84.0,83.0,4,0,1,0,1
24518,1,5.0,5,1,0,9,28,3.0,8,0,92.0,30.0,3,1,0,1,0
24519,2,7.0,0,1,1,10,9,3.0,5,4,46.0,12.0,0,0,1,0,1
24520,7,2.0,2,1,1,0,20,3.0,5,2,69.0,15.0,1,1,0,1,0
24521,20,3.0,4,1,1,0,23,3.0,8,2,96.0,78.0,3,1,0,1,0
24522,26,3.0,4,0,0,4,19,2.0,7,0,39.0,97.0,3,0,1,0,1
24523,4,2.0,2,0,0,12,30,2.0,7,4,38.0,97.0,3,0,1,0,1
24524,24,5.0,5,0,1,0,13,6.0,4,2,91.0,78.0,4,1,0,1,0
24525,1,5.0,2,0,0,9,13,1.0,7,6,48.0,31.0,0,1,0,1,0
24526,29,3.0,0,1,2,12,8,5.0,7,4,67.0,40.0,2,1,0,1,0
24527,26,1.0,2,1,0,9,6,4.0,0,6,60.0,36.0,2,1,0,1,0
24528,1,3.0,0,0,2,3,29,1.0,0,4,86.0,49.0,3,0,1,0,1
24529,10,5.0,0,0,0,10,6,3.0,0,0,93.0,18.0,2,1,0,1,0
24530,12,3.0,2,0,1,10,10,3.0,4,0,62.0,68.0,2,0,1,0,1
24531,2,3.0,4,1,0,8,9,3.0,2,6,34.0,99.0,3,0,1,0,1
24532,13,7.0,5,0,2,4,23,3.0,7,6,96.0,74.0,5,1,0,1,0
24533,13,2.0,4,0,0,9,26,2.0,3,4,50.0,69.0,2,0,1,0,1
24534,13,6.0,0,1,0,6,13,4.0,4,2,46.0,12.0,0,0,1,0,1
24535,25,6.0,2,0,1,0,7,5.0,1,4,73.0,39.0,3,1,0,1,0
24536,18,1.0,4,0,1,8,3,1.0,3,0,48.0,59.0,3,1,0,1,0
24537,20,2.0,4,1,1,10,18,5.0,1,6,63.0,1.0,1,0,1,0,1
24538,3,4.0,0,0,2,0,7,2.0,3,4,75.0,10.0,1,1,0,1,0
24539,19,1.0,0,1,1,10,28,5.0,7,0,84.0,35.0,3,1,0,1,0
24540,3,3.0,0,1,2,0,1,6.0,7,2,66.0,39.0,3,0,1,0,1
24541,28,0.0,4,1,0,9,12,6.0,2,6,48.0,63.0,3,1,0,1,0
24542,14,5.0,4,1,1,12,17,6.0,3,2,66.0,94.0,3,1,0,1,0
24543,24,4.0,5,0,0,3,13,5.0,3,6,90.0,20.0,2,0,1,0,1
24544,11,1.0,2,0,0,3,20,2.0,5,6,61.0,0.0,3,1,0,1,0
24545,5,6.0,4,0,1,3,4,4.0,5,4,48.0,6.0,3,0,1,0,1
24546,17,5.0,5,1,0,12,27,6.0,3,0,30.0,87.0,2,0,1,0,1
24547,28,5.0,4,1,2,8,29,2.0,7,4,39.0,32.0,1,1,0,1,0
24548,21,3.0,0,0,1,12,24,3.0,5,6,68.0,94.0,4,0,1,0,1
24549,11,0.0,5,1,2,8,11,6.0,3,4,69.0,43.0,3,0,1,0,1
24550,18,2.0,0,0,1,10,12,3.0,3,2,58.0,29.0,1,1,0,1,0
24551,17,1.0,2,1,1,8,2,3.0,5,6,85.0,85.0,4,1,0,1,0
24552,16,0.0,2,0,1,8,12,6.0,1,6,47.0,36.0,1,0,1,0,1
24553,22,5.0,0,0,2,4,7,3.0,3,2,57.0,61.0,2,1,0,1,0
24554,8,5.0,5,1,2,4,17,3.0,2,6,72.0,35.0,2,0,1,0,1
24555,5,4.0,5,0,2,9,19,4.0,1,4,84.0,38.0,3,1,0,1,0
24556,13,2.0,4,1,0,6,11,2.0,7,0,63.0,96.0,4,0,1,0,1
24557,11,4.0,4,1,0,3,14,2.0,4,0,61.0,50.0,2,0,1,0,1
24558,30,7.0,5,1,1,4,6,1.0,4,6,49.0,94.0,3,1,0,1,0
24559,8,4.0,5,1,0,8,20,1.0,5,2,39.0,66.0,1,0,1,0,1
24560,8,2.0,4,0,0,12,30,1.0,8,6,58.0,4.0,1,1,0,1,0
24561,9,5.0,0,0,2,8,12,3.0,2,0,75.0,60.0,3,0,1,0,1
24562,1,2.0,0,0,0,0,14,5.0,2,2,64.0,70.0,3,0,1,0,1
24563,15,6.0,5,1,2,8,10,5.0,6,0,57.0,61.0,2,1,0,1,0
24564,5,6.0,2,1,2,10,7,6.0,6,0,77.0,96.0,4,0,1,0,1
24565,12,1.0,2,1,2,0,4,4.0,2,4,67.0,81.0,3,0,1,0,1
24566,5,7.0,5,1,2,3,5,6.0,8,2,36.0,69.0,3,1,0,1,0
24567,23,5.0,2,0,0,12,6,6.0,8,2,81.0,28.0,2,0,1,0,1
24568,25,0.0,5,0,1,9,9,1.0,6,0,33.0,4.0,3,0,1,0,1
24569,24,4.0,2,0,0,4,14,2.0,5,0,49.0,99.0,3,0,1,0,1
24570,30,5.0,2,0,2,0,16,3.0,5,0,80.0,41.0,3,0,1,0,1
24571,14,4.0,0,0,0,9,3,5.0,4,6,56.0,94.0,3,1,0,1,0
24572,7,2.0,4,0,1,8,23,1.0,4,0,85.0,44.0,3,1,0,1,0
24573,30,3.0,4,0,2,3,13,3.0,7,6,30.0,93.0,3,1,0,1,0
24574,12,6.0,5,0,0,8,4,6.0,0,0,94.0,94.0,5,0,1,0,1
24575,5,6.0,0,1,0,10,13,2.0,5,4,42.0,18.0,0,0,1,0,1
24576,6,7.0,4,0,0,4,15,3.0,2,6,92.0,82.0,3,1,0,1,0
24577,1,1.0,2,0,1,9,14,3.0,4,0,43.0,60.0,2,0,1,0,1
24578,20,1.0,5,0,0,8,5,2.0,0,6,79.0,83.0,4,1,0,1,0
24579,24,7.0,2,1,2,10,24,2.0,0,0,62.0,14.0,1,1,0,1,0
24580,15,3.0,2,1,1,8,7,6.0,5,4,87.0,66.0,4,0,1,0,1
24581,20,2.0,0,1,0,8,27,6.0,0,4,77.0,77.0,4,1,0,1,0
24582,8,3.0,0,1,2,10,15,4.0,8,0,35.0,89.0,2,0,1,0,1
24583,3,7.0,0,0,0,9,6,5.0,5,6,30.0,95.0,3,1,0,1,0
24584,24,5.0,5,1,0,12,20,5.0,4,4,45.0,31.0,1,0,1,0,1
24585,3,5.0,0,0,2,0,11,3.0,3,0,52.0,42.0,2,1,0,1,0
24586,25,4.0,2,0,0,0,1,5.0,8,2,70.0,12.0,2,1,0,1,0
24587,17,6.0,2,1,2,12,26,1.0,2,4,75.0,22.0,1,1,0,1,0
24588,13,0.0,5,1,2,0,21,4.0,8,0,42.0,97.0,3,1,0,1,0
24589,29,7.0,2,1,0,3,8,2.0,7,0,97.0,99.0,5,1,0,1,0
24590,15,4.0,5,1,2,10,14,1.0,2,6,62.0,67.0,2,1,0,1,0
24591,2,0.0,2,1,2,4,18,2.0,1,2,81.0,69.0,4,0,1,0,1
24592,23,7.0,5,0,1,3,14,6.0,2,0,63.0,64.0,2,0,1,0,1
24593,9,3.0,2,1,2,10,15,3.0,3,4,30.0,55.0,2,0,1,0,1
24594,7,3.0,0,1,1,3,9,2.0,3,0,81.0,48.0,3,0,1,0,1
24595,25,7.0,4,1,0,12,14,6.0,8,0,46.0,52.0,1,1,0,1,0
24596,19,7.0,4,0,2,0,30,3.0,7,6,63.0,79.0,3,1,0,1,0
24597,17,3.0,4,0,2,10,19,2.0,6,4,54.0,27.0,1,1,0,1,0
24598,23,6.0,0,1,2,8,11,6.0,8,2,33.0,29.0,3,0,1,0,1
24599,17,2.0,0,0,2,10,18,1.0,6,0,97.0,43.0,3,0,1,0,1
24600,13,4.0,2,1,1,8,29,4.0,1,6,88.0,50.0,3,0,1,0,1
24601,19,1.0,4,0,2,10,1,3.0,4,6,62.0,69.0,2,1,0,1,0
24602,16,0.0,2,0,0,3,23,5.0,1,6,69.0,49.0,2,0,1,0,1
24603,15,6.0,2,0,1,12,15,6.0,0,2,40.0,96.0,3,0,1,0,1
24604,28,7.0,5,1,2,6,29,5.0,8,4,91.0,74.0,3,0,1,0,1
24605,2,2.0,2,1,1,4,16,6.0,3,2,39.0,13.0,0,0,1,0,1
24606,19,4.0,0,0,0,0,11,1.0,3,2,30.0,67.0,3,0,1,0,1
24607,24,1.0,5,0,0,0,13,2.0,7,0,91.0,57.0,4,0,1,0,1
24608,10,1.0,5,1,2,3,4,6.0,5,4,71.0,47.0,2,1,0,1,0
24609,12,5.0,4,0,1,4,6,5.0,1,4,56.0,17.0,1,1,0,1,0
24610,23,6.0,5,1,1,8,3,3.0,4,4,64.0,62.0,3,0,1,0,1
24611,30,5.0,5,1,1,9,1,5.0,8,2,94.0,59.0,3,0,1,0,1
24612,6,0.0,5,1,2,9,26,4.0,2,0,100.0,34.0,3,0,1,0,1
24613,1,3.0,5,1,1,12,6,2.0,7,6,72.0,32.0,2,0,1,0,1
24614,9,1.0,5,1,1,4,21,5.0,6,4,67.0,82.0,3,1,0,1,0
24615,13,5.0,0,0,1,12,3,2.0,8,6,61.0,9.0,1,1,0,1,0
24616,5,7.0,5,1,1,12,13,6.0,3,4,74.0,11.0,2,1,0,1,0
24617,11,1.0,5,1,0,6,26,2.0,2,0,69.0,30.0,2,0,1,0,1
24618,19,4.0,4,1,0,8,24,2.0,0,2,91.0,78.0,5,1,0,1,0
24619,27,3.0,0,0,1,10,9,1.0,2,4,38.0,91.0,3,0,1,0,1
24620,14,0.0,0,1,2,9,18,1.0,8,6,75.0,27.0,1,1,0,1,0
24621,30,1.0,2,1,1,3,28,2.0,4,4,75.0,43.0,2,1,0,1,0
24622,4,2.0,2,1,2,12,9,3.0,1,4,42.0,58.0,2,1,0,1,0
24623,30,3.0,0,1,0,3,9,4.0,8,4,37.0,87.0,2,0,1,0,1
24624,5,6.0,4,0,2,4,20,3.0,2,2,46.0,64.0,2,1,0,1,0
24625,29,2.0,2,1,1,10,8,2.0,7,4,63.0,51.0,2,0,1,0,1
24626,14,4.0,5,1,0,9,21,4.0,0,4,80.0,36.0,3,0,1,0,1
24627,1,7.0,2,0,1,6,22,6.0,8,4,77.0,36.0,2,0,1,0,1
24628,28,5.0,4,0,0,0,29,2.0,6,6,42.0,99.0,3,0,1,0,1
24629,6,0.0,5,1,0,9,18,3.0,1,4,43.0,93.0,3,0,1,0,1
24630,7,1.0,2,0,1,8,6,1.0,5,4,41.0,16.0,0,1,0,1,0
24631,27,0.0,5,0,0,10,25,6.0,8,4,83.0,28.0,2,0,1,0,1
24632,23,2.0,4,0,0,0,11,5.0,8,2,49.0,61.0,1,1,0,1,0
24633,28,7.0,2,1,2,6,17,4.0,1,0,36.0,87.0,2,0,1,0,1
24634,17,1.0,5,0,2,4,2,6.0,2,4,35.0,52.0,0,1,0,1,0
24635,4,6.0,2,0,1,8,29,5.0,3,4,94.0,79.0,4,0,1,0,1
24636,11,0.0,5,0,2,10,10,4.0,1,4,92.0,4.0,2,1,0,1,0
24637,6,2.0,4,1,1,12,25,2.0,4,2,76.0,88.0,4,1,0,1,0
24638,19,1.0,2,1,1,6,8,1.0,2,4,86.0,49.0,3,0,1,0,1
24639,27,0.0,5,0,0,9,2,3.0,4,0,83.0,3.0,2,1,0,1,0
24640,21,5.0,4,1,2,12,27,4.0,5,0,61.0,85.0,3,1,0,1,0
24641,10,5.0,5,1,0,6,12,3.0,3,6,64.0,77.0,3,1,0,1,0
24642,19,6.0,2,0,2,4,11,2.0,2,0,87.0,7.0,2,0,1,0,1
24643,28,4.0,4,0,0,10,10,2.0,7,6,79.0,91.0,3,0,1,0,1
24644,16,0.0,5,0,2,10,13,3.0,4,2,93.0,67.0,3,1,0,1,0
24645,26,0.0,0,1,1,8,9,3.0,3,6,82.0,57.0,3,0,1,0,1
24646,7,0.0,0,1,1,12,24,4.0,5,2,78.0,28.0,2,1,0,1,0
24647,30,1.0,0,1,1,10,8,3.0,3,2,62.0,26.0,3,0,1,0,1
24648,24,4.0,2,0,1,8,7,2.0,4,2,87.0,14.0,2,0,1,0,1
24649,20,5.0,2,1,0,6,13,5.0,6,0,90.0,25.0,2,0,1,0,1
24650,12,7.0,2,1,0,12,6,2.0,7,2,73.0,17.0,2,0,1,0,1
24651,23,7.0,5,1,2,12,25,4.0,1,6,66.0,51.0,2,0,1,0,1
24652,9,5.0,2,0,0,12,25,4.0,1,2,51.0,34.0,3,0,1,0,1
24653,1,5.0,0,1,0,4,18,2.0,7,6,85.0,26.0,2,0,1,0,1
24654,20,5.0,2,0,0,4,30,6.0,0,2,94.0,42.0,3,0,1,0,1
24655,4,2.0,0,1,1,6,27,4.0,1,4,62.0,37.0,2,1,0,1,0
24656,11,2.0,2,0,0,12,28,2.0,8,2,48.0,0.0,0,0,1,0,1
24657,7,2.0,0,1,1,12,16,5.0,1,0,34.0,76.0,2,0,1,0,1
24658,14,6.0,5,1,1,12,12,2.0,5,4,100.0,20.0,2,1,0,1,0
24659,29,3.0,2,0,0,0,29,6.0,3,0,83.0,97.0,3,0,1,0,1
24660,12,2.0,2,0,1,4,1,5.0,5,4,85.0,86.0,4,0,1,0,1
24661,2,3.0,0,1,0,0,2,1.0,1,0,63.0,76.0,3,0,1,0,1
24662,19,2.0,4,0,1,4,20,6.0,0,6,100.0,83.0,5,0,1,0,1
24663,17,3.0,2,0,0,8,8,5.0,0,2,69.0,73.0,3,1,0,1,0
24664,23,1.0,0,1,1,9,7,6.0,4,0,41.0,56.0,2,0,1,0,1
24665,16,1.0,4,1,1,8,20,2.0,4,2,75.0,52.0,2,1,0,1,0
24666,10,0.0,0,1,2,12,7,3.0,6,4,50.0,95.0,4,0,1,0,1
24667,8,0.0,2,0,2,3,25,6.0,5,2,67.0,86.0,3,1,0,1,0
24668,15,3.0,4,0,0,9,19,4.0,2,4,93.0,68.0,4,1,0,1,0
24669,13,0.0,5,1,0,9,2,5.0,6,2,53.0,30.0,2,1,0,1,0
24670,18,6.0,0,0,1,4,29,2.0,3,4,61.0,47.0,3,1,0,1,0
24671,21,7.0,4,1,1,12,13,4.0,8,0,35.0,70.0,2,0,1,0,1
24672,4,5.0,5,1,2,12,20,1.0,7,4,68.0,23.0,1,1,0,1,0
24673,10,5.0,0,1,1,8,26,6.0,7,2,80.0,50.0,3,0,1,0,1
24674,22,1.0,4,1,1,12,24,1.0,3,0,83.0,97.0,5,1,0,1,0
24675,5,3.0,5,0,1,6,3,4.0,1,2,46.0,34.0,1,1,0,1,0
24676,20,5.0,0,1,2,4,23,1.0,7,6,82.0,94.0,5,0,1,0,1
24677,22,4.0,5,1,0,8,28,6.0,1,6,32.0,13.0,3,1,0,1,0
24678,2,2.0,2,1,0,6,13,5.0,2,6,79.0,73.0,4,0,1,0,1
24679,25,0.0,5,0,1,3,9,5.0,2,2,33.0,79.0,2,1,0,1,0
24680,1,3.0,4,1,0,3,27,2.0,8,6,42.0,1.0,0,0,1,0,1
24681,23,5.0,4,0,0,10,10,6.0,6,0,95.0,96.0,5,1,0,1,0
24682,6,5.0,4,1,2,0,29,2.0,2,0,54.0,79.0,3,1,0,1,0
24683,11,0.0,0,1,2,6,7,3.0,5,4,39.0,87.0,2,1,0,1,0
24684,27,3.0,5,1,0,6,13,1.0,3,4,38.0,56.0,2,1,0,1,0
24685,1,4.0,5,1,0,12,15,6.0,5,2,89.0,12.0,2,0,1,0,1
24686,4,6.0,2,1,2,0,15,1.0,4,2,36.0,3.0,3,0,1,0,1
24687,19,4.0,0,0,2,0,8,2.0,7,6,69.0,85.0,3,1,0,1,0
24688,7,6.0,5,1,1,6,10,6.0,7,2,74.0,8.0,2,0,1,0,1
24689,12,0.0,2,1,2,8,12,2.0,5,0,54.0,100.0,3,1,0,1,0
24690,29,0.0,5,1,2,0,10,3.0,4,2,66.0,23.0,1,0,1,0,1
24691,18,5.0,0,0,1,10,7,2.0,2,0,47.0,47.0,3,0,1,0,1
24692,16,0.0,5,0,1,3,3,5.0,3,0,36.0,47.0,3,1,0,1,0
24693,29,3.0,2,1,2,9,11,6.0,3,2,96.0,87.0,5,1,0,1,0
24694,22,4.0,4,0,0,10,1,3.0,4,0,61.0,87.0,3,1,0,1,0
24695,21,3.0,4,0,0,12,5,6.0,8,6,31.0,72.0,2,0,1,0,1
24696,1,3.0,0,0,0,9,26,3.0,7,0,36.0,91.0,3,1,0,1,0
24697,28,1.0,0,0,1,12,28,1.0,1,4,32.0,53.0,3,1,0,1,0
24698,19,5.0,4,0,1,12,12,5.0,5,4,70.0,31.0,2,1,0,1,0
24699,18,4.0,2,1,1,0,11,3.0,0,4,60.0,6.0,1,1,0,1,0
24700,28,4.0,0,1,2,4,30,2.0,4,2,50.0,68.0,3,0,1,0,1
24701,15,3.0,0,1,2,4,21,5.0,2,4,82.0,38.0,3,1,0,1,0
24702,12,5.0,2,0,0,6,9,6.0,5,4,68.0,96.0,4,0,1,0,1
24703,2,0.0,4,1,2,6,12,4.0,3,4,46.0,48.0,1,1,0,1,0
24704,30,0.0,5,0,0,0,16,1.0,6,0,92.0,38.0,3,0,1,0,1
24705,3,0.0,4,1,0,8,15,1.0,6,0,64.0,91.0,4,0,1,0,1
24706,22,1.0,5,1,0,12,22,1.0,5,4,66.0,44.0,3,1,0,1,0
24707,1,1.0,5,0,1,3,11,6.0,0,2,39.0,63.0,1,1,0,1,0
24708,9,0.0,5,0,1,6,9,5.0,6,4,33.0,62.0,2,1,0,1,0
24709,9,3.0,4,1,1,4,29,2.0,7,2,52.0,14.0,1,0,1,0,1
24710,22,1.0,2,1,2,9,22,3.0,0,4,36.0,49.0,1,0,1,0,1
24711,7,7.0,2,0,2,9,16,3.0,3,0,97.0,41.0,3,1,0,1,0
24712,16,1.0,4,1,2,0,19,3.0,2,6,39.0,68.0,1,1,0,1,0
24713,20,6.0,4,0,2,6,4,2.0,2,0,31.0,12.0,0,0,1,0,1
24714,6,6.0,5,1,2,0,5,1.0,5,4,93.0,0.0,2,1,0,1,0
24715,7,1.0,0,1,1,3,14,1.0,5,0,98.0,80.0,5,1,0,1,0
24716,7,0.0,4,0,2,0,5,1.0,7,6,93.0,18.0,2,0,1,0,1
24717,8,1.0,0,0,2,10,5,4.0,8,2,56.0,31.0,1,1,0,1,0
24718,18,0.0,2,0,1,6,13,3.0,6,0,78.0,73.0,4,0,1,0,1
24719,21,7.0,2,1,2,0,1,3.0,7,4,41.0,66.0,3,0,1,0,1
24720,24,5.0,2,1,1,0,13,5.0,5,0,89.0,22.0,3,1,0,1,0
24721,21,7.0,0,1,0,6,4,5.0,0,2,99.0,99.0,5,1,0,1,0
24722,26,0.0,2,1,2,0,13,2.0,1,2,56.0,22.0,1,1,0,1,0
24723,22,0.0,5,0,0,3,10,3.0,2,2,74.0,53.0,2,1,0,1,0
24724,12,5.0,4,0,0,4,11,3.0,0,0,45.0,80.0,2,1,0,1,0
24725,24,6.0,5,1,0,3,10,1.0,1,2,60.0,60.0,2,0,1,0,1
24726,19,1.0,2,1,0,0,27,6.0,5,4,73.0,13.0,1,1,0,1,0
24727,3,0.0,2,1,1,6,7,5.0,5,2,88.0,96.0,5,0,1,0,1
24728,3,7.0,2,1,1,8,2,6.0,5,4,35.0,21.0,0,1,0,1,0
24729,27,5.0,0,1,1,12,9,6.0,6,0,35.0,81.0,3,0,1,0,1
24730,14,0.0,0,1,0,0,3,2.0,2,2,56.0,15.0,1,1,0,1,0
24731,27,3.0,5,0,0,10,26,6.0,0,0,43.0,10.0,3,0,1,0,1
24732,26,0.0,0,1,2,3,26,5.0,0,2,85.0,41.0,3,1,0,1,0
24733,6,6.0,0,1,0,6,26,6.0,6,2,72.0,82.0,4,1,0,1,0
24734,24,7.0,2,0,0,12,30,5.0,7,6,68.0,98.0,3,1,0,1,0
24735,6,2.0,4,0,1,4,4,4.0,6,4,71.0,12.0,2,0,1,0,1
24736,24,1.0,0,0,2,12,18,6.0,0,4,86.0,16.0,2,0,1,0,1
24737,14,5.0,5,1,0,6,16,3.0,5,2,75.0,100.0,5,0,1,0,1
24738,22,4.0,4,1,1,10,12,4.0,8,2,97.0,19.0,2,0,1,0,1
24739,23,0.0,5,1,2,0,29,5.0,0,2,77.0,58.0,3,0,1,0,1
24740,20,0.0,5,1,2,3,17,3.0,3,0,58.0,100.0,4,0,1,0,1
24741,27,1.0,0,1,0,10,13,4.0,3,4,86.0,38.0,3,1,0,1,0
24742,24,6.0,4,1,2,12,4,2.0,1,2,40.0,20.0,0,0,1,0,1
24743,28,3.0,0,1,1,12,9,5.0,4,6,97.0,0.0,2,0,1,0,1
24744,18,0.0,5,0,2,8,2,1.0,2,2,68.0,93.0,4,0,1,0,1
24745,10,4.0,0,0,0,0,3,5.0,1,0,53.0,91.0,4,1,0,1,0
24746,17,1.0,4,0,0,3,24,1.0,5,0,36.0,96.0,3,1,0,1,0
24747,24,3.0,4,1,0,9,11,4.0,1,0,99.0,51.0,3,1,0,1,0
24748,5,1.0,4,1,0,4,4,5.0,4,0,46.0,28.0,0,0,1,0,1
24749,19,0.0,0,0,2,9,4,5.0,3,6,37.0,42.0,0,0,1,0,1
24750,22,1.0,2,0,2,10,15,2.0,1,6,55.0,92.0,3,0,1,0,1
24751,14,1.0,4,0,2,9,28,4.0,5,0,78.0,3.0,1,1,0,1,0
24752,19,7.0,4,1,0,9,8,4.0,3,4,53.0,16.0,1,0,1,0,1
24753,24,5.0,4,1,1,6,15,2.0,2,4,87.0,60.0,4,1,0,1,0
24754,11,7.0,0,0,0,0,8,5.0,1,6,59.0,81.0,3,1,0,1,0
24755,22,2.0,0,0,2,4,16,4.0,6,4,49.0,4.0,0,1,0,1,0
24756,20,5.0,2,0,0,6,24,2.0,5,2,42.0,23.0,0,1,0,1,0
24757,21,2.0,2,1,0,4,20,6.0,5,4,92.0,92.0,5,1,0,1,0
24758,11,6.0,4,0,0,12,12,4.0,1,4,75.0,89.0,3,0,1,0,1
24759,8,4.0,5,1,2,12,27,1.0,1,2,75.0,26.0,1,1,0,1,0
24760,9,2.0,2,1,2,12,5,4.0,5,0,84.0,15.0,3,0,1,0,1
24761,21,2.0,5,1,1,12,4,4.0,2,2,58.0,58.0,2,0,1,0,1
24762,14,5.0,4,0,0,0,11,5.0,7,2,38.0,100.0,3,0,1,0,1
24763,5,3.0,5,1,0,3,15,6.0,3,0,65.0,69.0,3,1,0,1,0
24764,20,1.0,4,1,1,10,16,6.0,8,0,78.0,57.0,3,0,1,0,1
24765,27,0.0,0,0,1,0,24,5.0,1,6,75.0,10.0,2,0,1,0,1
24766,10,3.0,0,1,2,6,29,6.0,2,2,43.0,72.0,2,0,1,0,1
24767,10,2.0,2,0,2,4,22,5.0,6,2,73.0,12.0,1,1,0,1,0
24768,27,1.0,4,1,0,8,15,3.0,4,4,90.0,51.0,3,0,1,0,1
24769,29,7.0,5,0,1,3,2,1.0,3,6,95.0,92.0,5,1,0,1,0
24770,17,7.0,0,0,2,12,25,2.0,0,4,52.0,53.0,1,1,0,1,0
24771,2,4.0,5,0,1,9,7,3.0,3,4,44.0,91.0,3,0,1,0,1
24772,24,0.0,2,1,0,10,20,4.0,5,4,43.0,15.0,3,1,0,1,0
24773,23,0.0,4,0,1,3,17,6.0,2,4,35.0,94.0,3,0,1,0,1
24774,23,5.0,5,1,0,10,10,2.0,8,4,93.0,65.0,3,1,0,1,0
24775,21,2.0,2,0,1,6,12,4.0,3,2,84.0,47.0,3,1,0,1,0
24776,8,2.0,5,0,2,4,17,4.0,1,2,66.0,30.0,3,0,1,0,1
24777,29,3.0,2,0,0,10,3,3.0,0,2,85.0,98.0,3,0,1,0,1
24778,22,6.0,4,0,0,0,28,2.0,5,0,80.0,77.0,4,1,0,1,0
24779,7,0.0,2,1,2,6,4,6.0,5,2,72.0,56.0,3,0,1,0,1
24780,7,7.0,0,0,2,12,26,1.0,5,2,77.0,30.0,2,1,0,1,0
24781,17,2.0,5,0,1,12,5,3.0,1,0,34.0,39.0,1,0,1,0,1
24782,7,5.0,0,0,0,9,10,1.0,6,6,70.0,50.0,2,1,0,1,0
24783,19,6.0,0,1,0,3,21,4.0,5,0,91.0,27.0,2,0,1,0,1
24784,9,1.0,4,0,2,9,3,4.0,4,2,51.0,99.0,4,0,1,0,1
24785,7,2.0,4,1,0,0,4,3.0,4,0,63.0,100.0,4,1,0,1,0
24786,29,2.0,2,0,1,10,18,4.0,8,0,63.0,34.0,1,1,0,1,0
24787,24,5.0,2,0,2,9,13,4.0,4,2,83.0,60.0,4,1,0,1,0
24788,20,0.0,2,0,2,10,16,2.0,6,4,37.0,63.0,1,0,1,0,1
24789,5,6.0,2,0,2,3,27,4.0,4,0,40.0,30.0,1,1,0,1,0
24790,20,4.0,5,0,0,6,6,3.0,8,4,44.0,45.0,1,0,1,0,1
24791,22,5.0,2,1,2,0,11,1.0,0,0,91.0,0.0,2,1,0,1,0
24792,20,5.0,5,0,0,0,30,4.0,7,6,42.0,48.0,0,1,0,1,0
24793,25,5.0,5,1,2,9,12,4.0,0,6,61.0,94.0,4,1,0,1,0
24794,14,6.0,5,0,2,12,17,5.0,6,0,60.0,8.0,1,0,1,0,1
24795,1,5.0,0,0,1,6,10,5.0,2,0,59.0,80.0,3,0,1,0,1
24796,29,4.0,2,0,2,0,10,5.0,0,4,80.0,42.0,3,0,1,0,1
24797,11,1.0,5,1,0,0,10,5.0,0,6,79.0,50.0,2,1,0,1,0
24798,29,6.0,4,0,1,3,2,6.0,5,0,96.0,29.0,2,0,1,0,1
24799,21,5.0,5,0,1,6,18,3.0,4,4,53.0,42.0,2,1,0,1,0
24800,27,1.0,0,0,1,6,1,4.0,2,6,76.0,31.0,2,0,1,0,1
24801,19,7.0,4,0,2,3,28,1.0,8,6,48.0,3.0,0,0,1,0,1
24802,1,3.0,4,0,0,10,27,1.0,5,0,72.0,73.0,3,0,1,0,1
24803,5,3.0,0,0,0,0,1,3.0,2,6,76.0,21.0,2,1,0,1,0
24804,5,1.0,4,1,0,6,4,2.0,8,6,46.0,1.0,0,0,1,0,1
24805,30,7.0,0,1,1,12,25,5.0,0,6,93.0,98.0,5,1,0,1,0
24806,14,4.0,2,0,1,6,4,6.0,6,6,62.0,97.0,4,0,1,0,1
24807,7,5.0,2,1,2,4,24,1.0,0,4,56.0,82.0,3,1,0,1,0
24808,21,1.0,5,1,1,9,3,5.0,2,2,53.0,82.0,3,1,0,1,0
24809,6,4.0,0,0,0,4,25,2.0,8,2,38.0,39.0,0,1,0,1,0
24810,20,5.0,2,1,1,6,3,6.0,6,0,50.0,55.0,3,0,1,0,1
24811,25,1.0,2,0,0,6,21,4.0,5,2,100.0,46.0,3,1,0,1,0
24812,21,4.0,5,1,1,9,20,5.0,7,2,61.0,19.0,3,1,0,1,0
24813,4,2.0,4,0,1,4,27,3.0,7,2,54.0,14.0,3,0,1,0,1
24814,22,1.0,0,1,2,8,4,5.0,7,4,79.0,99.0,5,1,0,1,0
24815,23,7.0,0,0,0,0,7,2.0,3,2,93.0,21.0,2,1,0,1,0
24816,8,4.0,0,1,0,0,5,3.0,4,0,77.0,15.0,3,1,0,1,0
24817,7,7.0,2,0,2,4,18,2.0,4,2,79.0,82.0,4,0,1,0,1
24818,23,2.0,2,0,1,8,23,2.0,1,6,34.0,49.0,1,1,0,1,0
